timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/03/30 15:18:36.680, 96 %, 61 %, 65
2025/03/30 15:18:41.681, 96 %, 62 %, 65
2025/03/30 15:18:46.682, 99 %, 65 %, 65
2025/03/30 15:18:51.682, 100 %, 66 %, 65
2025/03/30 15:18:56.683, 96 %, 58 %, 65
2025/03/30 15:19:01.683, 100 %, 61 %, 65
2025/03/30 15:19:06.683, 95 %, 61 %, 63
2025/03/30 15:19:11.684, 100 %, 64 %, 65
2025/03/30 15:19:16.684, 100 %, 61 %, 65
2025/03/30 15:19:21.685, 100 %, 64 %, 65
2025/03/30 15:19:26.685, 99 %, 61 %, 64
2025/03/30 15:19:31.686, 91 %, 60 %, 64
2025/03/30 15:19:36.687, 96 %, 60 %, 65
2025/03/30 15:19:41.687, 100 %, 63 %, 65
2025/03/30 15:19:46.687, 91 %, 55 %, 64
2025/03/30 15:19:51.688, 96 %, 60 %, 64
2025/03/30 15:19:56.689, 95 %, 62 %, 65
2025/03/30 15:20:01.689, 99 %, 64 %, 64
2025/03/30 15:20:06.690, 91 %, 59 %, 64
2025/03/30 15:20:11.690, 99 %, 63 %, 65
2025/03/30 15:20:16.691, 100 %, 62 %, 65
2025/03/30 15:20:21.691, 90 %, 55 %, 65
2025/03/30 15:20:26.692, 96 %, 61 %, 65
2025/03/30 15:20:31.692, 99 %, 59 %, 65
2025/03/30 15:20:36.693, 96 %, 61 %, 65
2025/03/30 15:20:41.694, 99 %, 60 %, 65
2025/03/30 15:20:46.694, 89 %, 54 %, 64
2025/03/30 15:20:51.694, 100 %, 63 %, 65
2025/03/30 15:20:56.695, 96 %, 62 %, 64
2025/03/30 15:21:01.696, 95 %, 61 %, 65
2025/03/30 15:21:06.696, 99 %, 60 %, 65
2025/03/30 15:21:11.697, 95 %, 63 %, 64
2025/03/30 15:21:16.697, 91 %, 57 %, 65
2025/03/30 15:21:21.697, 95 %, 62 %, 64
2025/03/30 15:21:26.698, 99 %, 62 %, 65
2025/03/30 15:21:31.698, 99 %, 65 %, 65
2025/03/30 15:21:36.699, 99 %, 62 %, 65
2025/03/30 15:21:41.699, 96 %, 62 %, 65
2025/03/30 15:21:46.700, 100 %, 65 %, 65
2025/03/30 15:21:51.700, 99 %, 59 %, 65
2025/03/30 15:21:56.701, 91 %, 59 %, 65
2025/03/30 15:22:01.701, 100 %, 60 %, 64
2025/03/30 15:22:06.702, 100 %, 62 %, 65
2025/03/30 15:22:11.702, 97 %, 60 %, 64
2025/03/30 15:22:16.703, 100 %, 62 %, 65
2025/03/30 15:22:21.703, 100 %, 61 %, 65
2025/03/30 15:22:26.704, 92 %, 55 %, 64
2025/03/30 15:22:31.704, 100 %, 61 %, 64
2025/03/30 15:22:36.705, 85 %, 53 %, 65
2025/03/30 15:22:41.705, 95 %, 62 %, 64
2025/03/30 15:22:46.706, 99 %, 61 %, 65
2025/03/30 15:22:51.706, 88 %, 58 %, 65
2025/03/30 15:22:56.707, 100 %, 61 %, 65
2025/03/30 15:23:01.707, 100 %, 62 %, 65
2025/03/30 15:23:06.708, 100 %, 61 %, 64
2025/03/30 15:23:11.708, 96 %, 59 %, 64
2025/03/30 15:23:16.709, 95 %, 62 %, 64
2025/03/30 15:23:21.709, 100 %, 59 %, 66
2025/03/30 15:23:26.710, 99 %, 63 %, 65
2025/03/30 15:23:31.710, 99 %, 62 %, 64
2025/03/30 15:23:36.711, 96 %, 57 %, 65
2025/03/30 15:23:41.711, 96 %, 59 %, 65
2025/03/30 15:23:46.712, 89 %, 56 %, 65
2025/03/30 15:23:51.712, 99 %, 64 %, 65
2025/03/30 15:23:56.713, 95 %, 58 %, 64
2025/03/30 15:24:01.713, 95 %, 63 %, 64
2025/03/30 15:24:06.714, 91 %, 57 %, 65
2025/03/30 15:24:11.714, 100 %, 60 %, 65
2025/03/30 15:24:16.715, 96 %, 59 %, 63
2025/03/30 15:24:21.716, 100 %, 59 %, 64
2025/03/30 15:24:26.716, 96 %, 58 %, 65
2025/03/30 15:24:31.717, 99 %, 63 %, 64
